limit_bal,age,bill_amt1,bill_amt2,bill_amt3,pay_amt1,pay_amt2,pay_amt3,pay_0,pay_2,pay_3,sex,education,marriage,default
500000.0,63.0,0.0,304939.8397024906,16650.218450837478,4176.661838213804,0.0,59336.707866724304,6.0,0.0,5.0,1,1,3,0
160239.0,53.0,41768.49819871267,79798.57094172941,77794.52573700495,15398.779664378719,0.0,50894.61257138136,-2.0,5.0,-2.0,1,3,1,1
81083.0,36.0,0.0,40997.23592971183,210704.403092004,34947.682006758376,137148.75261535437,24054.378620651674,8.0,-0.0,8.0,1,1,2,0
314870.0,62.0,158442.2178184359,60422.39177277628,56040.426413993075,26556.463729936997,0.0,21762.574832100512,8.0,1.0,8.0,1,3,1,0
157802.0,51.0,24098.456561485684,101317.83740640401,64621.98313534931,40426.76649080393,33470.561381871914,0.0,-1.0,1.0,7.0,2,3,1,0
41089.0,36.0,39037.531658217165,0.0,36605.60480961946,51279.19636389167,144421.6957229016,48124.59955351251,7.0,-1.0,6.0,1,4,1,0
161596.0,36.0,30251.43547133072,123103.55854860714,52687.73652713513,37300.35118458833,0.0,10860.196235976215,8.0,2.0,2.0,2,3,3,1
132300.0,52.0,84496.12643109738,0.0,0.0,0.0,75890.05076638152,33726.23285231956,-2.0,0.0,4.0,1,2,3,0
10000.0,55.0,4756.6941948683525,36130.18321777112,129505.67898737446,0.0,118408.21096899945,0.0,-2.0,1.0,7.0,2,2,1,0
378062.0,31.0,13502.540865610441,194637.60800794832,100284.97688286928,22007.385266860532,0.0,41299.28061555986,-1.0,-1.0,-2.0,2,3,1,0
10000.0,58.0,260443.35447356268,101910.63671660666,0.0,8143.58231926306,0.0,14438.873854926553,-2.0,-0.0,4.0,2,2,3,0
248579.0,21.0,0.0,154654.37647576106,132138.99468610677,0.0,22888.41256336837,0.0,8.0,1.0,-2.0,2,2,2,0
132434.0,50.0,72482.48201741154,214605.5577422642,93116.10536940162,0.0,0.0,274.90872315418164,-2.0,-2.0,-1.0,1,2,1,0
79526.0,39.0,0.0,10738.160317856833,23578.92195038271,0.0,145095.86640548956,16915.37401196661,6.0,1.0,3.0,2,3,1,1
10000.0,49.0,152482.12408368947,0.0,61263.73507032668,1009.9532552676574,68177.99674769043,58491.40358773458,3.0,3.0,4.0,2,1,2,0
490392.0,24.0,14420.20083535745,172614.40337342158,83797.70034561903,6776.797247329065,0.0,0.0,5.0,-1.0,5.0,2,3,2,0
10000.0,75.0,0.0,17072.97839153777,58341.21516389074,24981.22464638565,99109.49174930694,34745.9779594543,8.0,1.0,2.0,2,2,2,1
255131.0,26.0,28576.804485132903,84298.30454400304,93428.73184103973,568.8093015199374,0.0,0.0,8.0,2.0,0.0,2,2,1,0
116089.0,21.0,139444.223777516,0.0,156556.2589267082,25277.994655224313,116125.88099166472,16494.18580404057,8.0,1.0,8.0,2,2,2,0
129817.0,47.0,81098.07942503461,24104.834613074032,71747.48064666275,42742.757456831314,379.40618099421044,48512.44021804142,-2.0,-0.0,-1.0,2,1,1,0
70245.0,38.0,88564.42527372041,157347.98015041166,118430.09448987697,0.0,0.0,0.0,-2.0,2.0,7.0,2,3,2,0
342414.0,23.0,0.0,176024.48498675978,33013.880404196,50714.47937502299,120149.80752940217,64482.6806087845,8.0,-1.0,1.0,1,3,1,0
190518.0,57.0,40690.32678229229,0.0,89083.50681628159,40553.38663004001,154911.666057092,29093.341219318434,4.0,1.0,3.0,1,4,1,0
252116.0,53.0,0.0,136079.4858596875,103419.41691955354,12711.228112365063,23845.786183506636,67467.05216506147,5.0,6.0,7.0,1,2,3,0
293529.0,21.0,0.0,110119.14390996317,89386.7653842289,8499.995492992482,0.0,0.0,8.0,4.0,3.0,1,3,2,0
53382.0,48.0,217801.48075968615,88614.48821354273,59009.336284132194,7421.072904944875,0.0,93416.55974679976,-2.0,1.0,-2.0,1,3,2,0
215027.0,45.0,0.0,112766.44215600836,111722.57284878894,19508.561829200164,86679.3701540714,20206.61016495408,5.0,-2.0,6.0,1,3,1,0
10000.0,44.0,86263.05551220602,0.0,95664.87204416907,10424.823572497015,0.0,0.0,8.0,3.0,8.0,1,3,1,0
10000.0,25.0,56029.575737373896,2924.4692242122255,68172.45418120277,2939.116125216533,101248.24219030199,58357.212561231834,5.0,2.0,3.0,1,4,3,0
73171.0,33.0,159198.25103943847,62576.38493249556,120938.85289493333,40639.10013139629,0.0,0.0,7.0,2.0,4.0,2,4,3,1
161042.0,25.0,0.0,97478.17164929298,24631.22982216507,26095.745702055152,125649.62345770144,6633.4510610700745,8.0,-2.0,2.0,2,1,2,0
150968.0,23.0,0.0,0.0,97122.55855554389,34268.71703528697,160000.0,127235.29659557885,7.0,4.0,-2.0,2,2,1,0
130396.0,52.0,0.0,111087.6797976802,116322.78696209379,47133.62687421628,76243.77184918005,50075.840114646184,8.0,1.0,4.0,1,3,2,0
466400.0,50.0,0.0,132232.16984456728,201449.02772434166,20757.946096615695,0.0,20203.32338095436,8.0,5.0,3.0,1,3,1,0
183969.0,21.0,61797.44772296542,253366.92746663542,108875.47293750977,0.0,18402.641960597648,0.0,2.0,5.0,-2.0,2,2,1,0
134469.0,21.0,33906.61317668481,0.0,63406.85823567022,29879.69399098333,0.0,0.0,8.0,3.0,3.0,1,1,1,0
276015.0,50.0,0.0,44193.55368445658,115980.15524793744,4289.6095939884635,43391.25327944879,42429.95323072643,5.0,1.0,4.0,2,3,2,0
61310.0,63.0,0.0,0.0,82941.50839907628,20244.35836251115,145708.70070092875,6943.351674652109,6.0,1.0,7.0,1,3,2,0
104357.0,51.0,0.0,165980.13596308976,96602.9968450749,41956.24256941417,6657.143301133452,0.0,-0.0,1.0,4.0,1,1,2,0
83425.0,65.0,125951.27480413657,53795.68929413296,82274.89397250248,31445.865416584675,8364.592339584931,0.0,-2.0,-0.0,5.0,2,3,3,0
500000.0,37.0,0.0,112209.77915373075,61743.79268639567,4269.330075478485,30854.784697322695,0.0,-2.0,1.0,8.0,1,4,1,1
391415.0,21.0,22684.941808186857,64964.26377043468,115354.62058933204,19636.754867929543,107123.55391251332,54326.651724797994,8.0,0.0,8.0,1,3,1,0
108096.0,23.0,59028.005898859374,71891.87463604173,80815.83690927409,4610.073856944218,31423.388280485582,4455.616505064621,8.0,1.0,0.0,2,4,3,0
10000.0,30.0,117120.05738038244,190421.45772785417,55683.10200111413,4269.400570856764,0.0,14980.696367103843,-2.0,1.0,0.0,1,2,1,1
186083.0,33.0,0.0,119324.86852954687,10670.372211268077,8882.374485791075,52351.69795530265,10347.416116272598,8.0,-0.0,5.0,2,1,1,1
204853.0,29.0,132134.83117438585,178084.91810501262,25255.37380555141,19347.985561037385,3448.691352947626,0.0,1.0,1.0,8.0,1,3,3,0
10000.0,51.0,67142.5258145883,0.0,0.0,1367.624841977773,120611.04610680034,31128.770795001168,-2.0,-0.0,3.0,1,1,1,0
209321.0,41.0,0.0,204897.3650441978,45842.21248045421,26390.705217474788,10470.55116315761,0.0,8.0,-2.0,2.0,2,1,1,0
353826.0,21.0,39112.238900215496,123783.43183621104,125552.42445897196,12064.398658114103,0.0,0.0,8.0,-1.0,4.0,1,1,3,0
21285.0,73.0,131962.83263466274,91332.01067779271,81266.73063584449,0.0,0.0,23463.225152248244,5.0,1.0,8.0,2,4,2,0
25658.0,46.0,83393.76636787801,0.0,92478.65615924369,5400.7429247383425,0.0,80008.12447389093,-2.0,1.0,-2.0,2,4,1,0
10000.0,49.0,125114.58364676955,102574.6753853199,0.0,54984.59311549696,58234.161359819685,106566.45429579512,-2.0,1.0,2.0,2,2,3,0
79207.0,43.0,0.0,44206.91014424423,69146.19049908484,445.62868658412117,101333.00365736951,10265.549830532194,8.0,6.0,8.0,1,3,1,0
437578.0,36.0,82615.53548100642,0.0,64859.53854679543,4780.100966615937,25201.009140018745,71963.66423833533,-2.0,1.0,-2.0,2,2,3,0
10000.0,50.0,68338.93446364798,7131.543464362563,59563.27084626536,39822.5230176671,47484.17203276519,44994.60705085771,8.0,1.0,5.0,2,1,2,0
96077.0,41.0,0.0,20930.58432145899,11312.093604779402,32633.359645521523,126816.438336601,9002.061282635168,1.0,0.0,6.0,2,4,3,0
139615.0,54.0,3823.5069357611646,128089.44661425964,13265.311068223797,5167.737387959418,0.0,35764.567752237126,5.0,2.0,4.0,1,4,3,0
227213.0,28.0,4273.017273347636,45109.712391452806,0.0,41228.411254984356,31177.697252386362,82165.97436402005,8.0,1.0,-1.0,2,2,3,0
72330.0,46.0,141302.9766155937,171747.34115272135,0.0,3739.790491842974,0.0,57067.92492821235,-0.0,3.0,1.0,1,2,1,1
176528.0,21.0,0.0,0.0,65176.90735013658,25102.975456320033,160000.0,0.0,4.0,0.0,8.0,2,4,3,1
10000.0,75.0,0.0,0.0,0.0,48747.317597984285,106566.00617624185,0.0,-2.0,2.0,8.0,1,2,1,0
142919.0,38.0,49073.29877502219,119694.88848524001,0.0,31500.757904174032,23596.783133383567,0.0,3.0,-2.0,8.0,2,2,1,0
316056.0,41.0,0.0,78064.79138238591,62763.356362117,37143.657209107274,98117.76498562498,0.0,8.0,4.0,8.0,2,2,2,0
63661.0,53.0,0.0,74182.70904026761,53354.50211913649,0.0,0.0,34527.121083976046,8.0,-2.0,-1.0,1,2,1,0
10000.0,39.0,0.0,47228.84196616575,24944.773691787355,703.3778599223988,160000.0,0.0,3.0,2.0,1.0,2,3,2,1
187590.0,22.0,34083.667707158784,72830.71730287073,55526.20185038134,54699.84751022598,143176.25637266174,21699.781975575082,-2.0,1.0,-0.0,2,1,1,1
296237.0,31.0,100979.90255457108,93422.49259169113,29252.863064783996,6851.773194195435,0.0,73691.73439827288,8.0,1.0,6.0,1,2,2,0
276128.0,35.0,22447.502644908673,258861.41668218886,47438.9757819751,48047.781523665544,42745.33294344471,50960.27488236758,-2.0,3.0,1.0,1,2,2,0
10000.0,21.0,43489.401972431224,18284.92162844805,136988.53274911066,0.0,129916.95832082811,0.0,8.0,3.0,1.0,2,2,2,1
163343.0,41.0,0.0,34015.98308192934,21849.443739900104,2916.8596965470933,115001.91412384273,58324.601442664774,8.0,2.0,3.0,1,2,2,0
378237.0,21.0,0.0,73548.54695116759,46983.86381676139,41389.868780539684,97169.78486330742,44096.910274412716,8.0,-0.0,7.0,1,2,3,0
73454.0,21.0,14581.125754335408,55447.0364640567,39998.71694833003,27614.118392407363,109063.46074577086,0.0,8.0,3.0,3.0,2,2,1,0
31998.0,57.0,19979.508863847223,95460.8159271089,148133.84741819167,15369.476750350876,50603.03402924766,42473.18203656578,-1.0,3.0,5.0,1,4,3,0
296087.0,35.0,0.0,0.0,66206.00578539814,36139.42135604317,160000.0,32396.294456596075,8.0,0.0,7.0,2,3,2,0
15548.0,55.0,214554.26900416386,158498.64438381622,116413.72604819498,23654.798795276387,0.0,86168.26622125851,2.0,2.0,-1.0,1,3,2,1
93845.0,21.0,111797.18010397439,46192.797007496556,34555.86188088636,21736.210973126086,0.0,0.0,8.0,2.0,5.0,2,2,2,0
428884.0,28.0,0.0,240186.06034692968,0.0,54120.48983290013,0.0,11217.224820288524,6.0,4.0,4.0,1,4,1,0
74180.0,31.0,36433.79372616045,0.0,140395.80429434663,900.4495053338178,87225.37317350211,52191.64560588336,8.0,-2.0,0.0,2,1,3,0
266512.0,33.0,37772.05870241481,217544.45363027568,105804.21994589754,0.0,0.0,13384.18137480487,8.0,-0.0,3.0,2,3,1,0
92572.0,23.0,26710.31277660127,0.0,116134.07528322784,5668.047443910837,36702.457876261615,0.0,8.0,2.0,5.0,1,1,3,0
167129.0,21.0,77694.80850431828,109438.56659735076,70462.4349445293,0.0,0.0,0.0,8.0,5.0,4.0,1,4,1,0
220255.0,30.0,17670.71822494815,113720.01472880621,120656.51961648764,0.0,38651.2422109678,0.0,8.0,3.0,8.0,2,2,3,0
109635.0,21.0,78368.20605107128,283449.0902698348,16433.38140390195,13533.356415424452,79817.46054536596,0.0,-2.0,-1.0,0.0,2,2,2,0
10000.0,47.0,74239.54418796775,70582.09265679438,0.0,28009.12456149047,60764.12360732291,57970.10806928371,-2.0,0.0,2.0,2,1,2,0
305355.0,48.0,22687.56968817566,165774.35784366375,158069.96637539536,13088.081560827217,0.0,26385.740210850683,8.0,-2.0,3.0,1,4,3,0
500000.0,59.0,0.0,358481.459785515,0.0,6750.2650077775215,0.0,22828.15970368452,8.0,0.0,2.0,2,2,1,0
141246.0,44.0,49248.1417086904,0.0,56703.21817511314,20603.15866624102,93668.60768722014,97125.46589795154,8.0,-1.0,5.0,2,2,2,0
500000.0,21.0,0.0,301377.04626895755,31038.240093524735,48427.306936199166,89893.17059424029,22207.759070797023,7.0,4.0,1.0,1,4,3,0
239966.0,46.0,0.0,212288.83147491093,82921.1290236431,0.0,0.0,4185.4909296940805,5.0,2.0,4.0,1,1,1,0
10000.0,39.0,52107.77112077638,49836.7351267434,98834.71492292304,27444.884462084017,0.0,39993.2136916736,5.0,-1.0,3.0,1,2,1,1
198102.0,28.0,128854.60480914186,131644.09152242134,103694.87025301812,6790.050981635914,0.0,0.0,5.0,-2.0,4.0,2,1,2,0
80851.0,41.0,0.0,0.0,83701.0152874622,6244.8989643691675,146648.39014267252,73767.6853576247,8.0,1.0,2.0,1,1,1,0
45049.0,21.0,0.0,0.0,183719.80175013305,0.0,160000.0,36640.479716520094,8.0,-2.0,1.0,1,1,3,1
244954.0,45.0,33615.61630858986,0.0,0.0,1573.996254142694,13509.813489168306,68461.96410632756,8.0,4.0,1.0,2,1,3,0
267223.0,75.0,0.0,282272.3590529696,120276.30952923081,15315.857636828858,0.0,0.0,8.0,-1.0,8.0,1,4,1,0
500000.0,26.0,0.0,309625.5832273158,52382.93570200041,44250.221193438,22178.61662195748,0.0,8.0,-2.0,-0.0,2,2,1,0
62368.0,64.0,46263.76120796522,23548.67695925098,71285.03282782286,12828.566132520195,0.0,5539.701477870056,-2.0,-2.0,4.0,2,4,3,0
101643.0,41.0,76279.35943615933,79673.20037808309,0.0,6665.16498710212,0.0,0.0,3.0,0.0,8.0,2,2,2,0
153187.0,38.0,0.0,0.0,158774.03101721202,23875.829782835277,63079.753225458444,37833.424057364755,1.0,3.0,-2.0,2,4,3,0
426128.0,48.0,0.0,129016.6182328774,76013.80223654342,19230.480701416513,0.0,0.0,7.0,2.0,2.0,2,1,3,0
10000.0,40.0,117564.98687467081,125885.66967272916,105805.64544368745,43828.430640328224,34863.548102828136,0.0,-2.0,2.0,6.0,2,1,2,0
309894.0,29.0,7962.935394874417,2859.131370301824,86002.2440515947,20519.392573166264,60165.665697603414,111244.68372387715,8.0,1.0,1.0,2,1,1,0
333211.0,60.0,0.0,400000.0,2301.908760656559,15901.579542584928,0.0,5572.748791172695,-2.0,-1.0,0.0,1,4,2,0
78417.0,33.0,83910.80273504645,90443.99437799954,96561.37940338314,7879.407844842917,0.0,83426.72521708948,5.0,3.0,-2.0,1,3,2,0
175257.0,21.0,169028.1882615758,18869.567131720323,81691.6682290417,32729.78689930969,0.0,4174.765657053116,8.0,0.0,5.0,2,3,2,0
171725.0,70.0,0.0,144103.09230985362,0.0,0.0,11818.095111328184,0.0,2.0,-0.0,8.0,1,4,1,0
223151.0,44.0,14103.767813285907,91316.22906498115,71757.92102714774,32115.43755526974,0.0,0.0,4.0,-2.0,8.0,2,2,1,0
10000.0,54.0,23487.52216830688,37682.72374406528,28475.890037581492,19274.51117969491,52775.145918207716,71357.74258896499,5.0,-2.0,1.0,2,3,2,1
239916.0,45.0,0.0,131337.04008090025,7961.488817811107,21169.01816642619,126296.88334202228,70669.96868038707,8.0,1.0,7.0,2,3,2,0
76609.0,21.0,292323.6997556736,181157.6111679499,29002.055357455,2740.9427385485324,7196.896902249535,0.0,2.0,1.0,4.0,1,3,2,1
92569.0,50.0,2563.8615655409812,24122.52976760261,89136.84974004015,27905.93981189665,85999.69722623561,29111.625799909714,-2.0,-1.0,2.0,1,3,1,0
10000.0,25.0,60887.57377703192,0.0,122048.8114184695,15519.50591529789,111199.95393704154,66763.9734248852,-2.0,-1.0,1.0,1,2,3,0
188478.0,33.0,0.0,128680.20724318133,159074.14941881615,511.5942881978808,101327.28235236631,56581.90169416582,5.0,5.0,3.0,2,1,3,0
10000.0,29.0,20796.91952110215,0.0,54957.54536779945,27655.774421647602,123164.59637588375,45832.91278859387,2.0,2.0,-2.0,2,1,3,0
10000.0,37.0,28096.214816049753,0.0,109035.3607697467,6474.273809373113,14558.41150551258,0.0,8.0,-2.0,8.0,2,3,3,0
389963.0,61.0,21411.479951183697,169075.5700404833,121031.4505140898,0.0,0.0,54582.706994386346,1.0,-1.0,8.0,2,3,2,0
80625.0,30.0,98622.76675844134,118120.06291146507,76403.65721935571,28791.884416356945,29762.775211102104,0.0,1.0,3.0,4.0,2,3,1,0
10000.0,45.0,0.0,0.0,182340.61153241352,21049.830141847724,160000.0,55458.20644635499,-1.0,0.0,4.0,2,3,2,0
17949.0,32.0,7634.666539888298,81306.31252362861,86665.5057751456,25792.041972931347,15515.864373611555,0.0,6.0,-1.0,5.0,1,1,2,0
115018.0,35.0,0.0,86012.16333251125,4055.417598596221,0.0,7073.014235066483,85704.95737463952,8.0,4.0,-2.0,2,2,3,0
179130.0,41.0,36983.66850756024,93291.6923741966,84972.56132940609,1845.5786425365277,0.0,84745.69165547041,-0.0,1.0,-2.0,1,2,1,0
10000.0,45.0,162527.88832918624,0.0,40821.8032413687,0.0,53121.45726911254,121882.81159334967,6.0,0.0,1.0,2,4,1,0
320113.0,58.0,0.0,84695.20966289392,203435.99723783857,11746.208561574162,37777.53666507822,3534.1610281086814,-2.0,-2.0,2.0,2,3,1,0
185840.0,65.0,0.0,60464.4607074889,78372.09317757156,0.0,45871.42870991393,46691.68124218588,4.0,-1.0,6.0,1,3,1,0
10000.0,55.0,91680.69882826347,108523.48385480055,102857.44842662137,27610.220372457035,0.0,58202.48196689525,5.0,-1.0,-2.0,2,3,2,1
172695.0,69.0,0.0,160763.27382797375,22174.048898761685,9299.151475537496,0.0,62324.45848940738,4.0,3.0,2.0,1,2,1,0
37478.0,31.0,0.0,0.0,82745.62636392753,10620.072499455695,160000.0,0.0,8.0,-2.0,8.0,2,4,1,1
178676.0,51.0,0.0,0.0,130996.89156601846,0.0,105185.7056486521,18613.111206374557,-2.0,-0.0,1.0,1,3,2,0
247883.0,38.0,0.0,118082.19891996554,92933.41698134091,15082.665597027446,42383.69369131779,37529.784730463485,-2.0,4.0,-0.0,1,4,3,0
150172.0,51.0,0.0,19166.430835656458,133627.98876103392,0.0,0.0,0.0,8.0,2.0,8.0,2,3,2,0
181281.0,29.0,0.0,59706.074442561934,75913.1785115691,33540.087928656234,94856.60477808471,78881.17200661829,7.0,2.0,3.0,1,3,1,0
226228.0,57.0,58471.15438201064,90659.46638011753,3828.376753185701,8597.656776072876,49122.89283002268,30678.639335420026,-2.0,-0.0,4.0,2,1,1,0
202577.0,34.0,51633.9150964695,19445.47365087754,63363.707868164645,2698.4125172446456,0.0,51317.59949723387,-2.0,3.0,-2.0,2,3,3,0
349182.0,21.0,197654.10139336792,202245.03851201318,12797.709186460452,0.0,0.0,44597.63355236074,-2.0,2.0,-1.0,1,1,2,1
59212.0,39.0,188714.2576458935,35613.55100870819,69042.54772017349,11664.15239670757,45580.77833331392,63390.84206347681,-2.0,1.0,8.0,1,3,2,0
200691.0,21.0,38048.12956409101,118747.12848945078,99036.52134181788,36051.65959735518,103155.90481911093,8786.770481284439,-2.0,-0.0,-1.0,1,3,3,1
155975.0,50.0,1850.0319163501845,0.0,51908.24178785386,18627.427919895796,69556.9904426526,21590.94755591684,8.0,0.0,4.0,1,3,2,0
238101.0,48.0,0.0,0.0,70656.75938826216,15927.702157988202,83054.37859773387,28284.02987283832,1.0,1.0,2.0,1,2,2,0
331902.0,31.0,0.0,82556.80447614245,117932.73242120445,52424.475109882704,56627.45286743507,71587.61662205076,8.0,-2.0,3.0,2,1,3,0
191766.0,26.0,89300.24000533659,101903.578632388,44809.082687806265,4585.358381485674,18980.837873250057,19987.722899448792,3.0,1.0,3.0,1,3,1,0
205710.0,52.0,79501.54193771622,56385.27020313856,14653.957166447246,37463.52297631178,8941.952162467562,98120.22323656276,8.0,-1.0,2.0,2,3,2,0
107363.0,21.0,4085.4588589506893,160010.48230386345,92484.42707949897,12742.50128619445,160000.0,0.0,-1.0,-0.0,2.0,1,2,2,1
15822.0,21.0,155758.37798654143,0.0,56535.03589032018,6505.294834944631,106169.04349722748,0.0,8.0,-1.0,8.0,2,3,1,0
159411.0,27.0,8846.271253887651,0.0,84898.18069895677,25259.516798909794,12700.93832128477,0.0,8.0,2.0,8.0,2,4,1,0
66455.0,27.0,0.0,2946.3406089576747,62530.47041650309,331.7292433968287,141310.22563368283,49324.692597937945,8.0,2.0,0.0,1,3,3,1
500000.0,21.0,0.0,221259.70793702416,54970.9841500117,0.0,96898.4707245187,0.0,8.0,2.0,2.0,2,1,1,0
144984.0,26.0,26728.41175709183,126978.76820374734,63294.45645492447,18575.98045955755,69380.98692524304,27988.386476519212,7.0,3.0,2.0,1,4,2,1
10000.0,29.0,202422.22597580482,69313.14917710767,75430.15351204258,29165.1161752149,0.0,36957.57850913184,3.0,0.0,-1.0,1,2,2,1
81667.0,33.0,60900.76562960414,214701.90678118943,81273.55231604965,42726.75092697148,0.0,0.0,-2.0,-2.0,2.0,2,3,1,0
63297.0,45.0,4269.911469480212,0.0,62166.97818535086,22672.759199824923,109266.25374778584,100865.9686793523,7.0,-1.0,3.0,2,4,1,0
186852.0,33.0,61388.724463532766,212366.59240593459,57425.031701561915,37600.65403418144,0.0,65599.97464994254,-2.0,1.0,1.0,1,2,2,1
65576.0,21.0,32761.484133481325,0.0,145978.27310727222,30429.403748858946,160000.0,0.0,8.0,4.0,5.0,1,3,3,1
117698.0,21.0,0.0,0.0,12282.696947558718,2104.194812882017,160000.0,0.0,8.0,-1.0,-2.0,1,1,2,1
60301.0,34.0,33625.80846103862,0.0,18817.766859990283,17950.738162789963,74773.55960559603,18652.004846896092,8.0,3.0,-1.0,1,4,2,1
10000.0,50.0,56581.25302863146,0.0,133658.5384276459,0.0,70430.37345935748,42204.80372567778,-2.0,-1.0,1.0,1,1,2,0
174316.0,66.0,0.0,168945.5109849011,56758.69944961047,0.0,0.0,68808.63799671017,2.0,-0.0,0.0,1,3,3,0
11753.0,48.0,46595.132388216574,13562.121662533682,122120.4704936423,0.0,59244.19684984516,28766.837947401473,8.0,1.0,6.0,2,2,3,0
32927.0,41.0,19676.873368726738,55357.40125689937,0.0,28255.67137609433,106191.39251676838,0.0,6.0,2.0,8.0,1,1,1,1
177764.0,39.0,28238.417844815078,0.0,134403.23842132234,12534.849507203631,70010.92152398512,124397.58457344676,8.0,0.0,-2.0,2,2,2,0
95716.0,44.0,0.0,0.0,94151.66429607647,9462.487432149943,35748.55182332198,15789.723136459292,7.0,-2.0,0.0,2,4,2,0
366384.0,33.0,18011.998288304916,272614.29054994497,112719.31991755913,14140.92083956788,0.0,0.0,-2.0,-2.0,4.0,2,1,1,0
10000.0,21.0,49416.13764714365,0.0,0.0,26285.980360029585,160000.0,0.0,8.0,3.0,3.0,1,2,3,1
481346.0,23.0,0.0,4119.614143159459,25228.420888806373,0.0,110197.19227544505,61818.87643135313,8.0,5.0,2.0,2,1,1,0
239901.0,33.0,15297.34453673254,0.0,80988.35766743404,0.0,42486.959587977806,47717.958769293604,8.0,2.0,2.0,2,1,3,0
10000.0,75.0,46915.64754905511,0.0,0.0,55671.67344306276,0.0,28169.501147256648,8.0,0.0,4.0,1,1,1,0
51702.0,50.0,79625.61925115786,269505.0709390892,111100.57438043386,34698.66721834321,0.0,0.0,7.0,4.0,8.0,2,3,2,1
232242.0,21.0,0.0,46036.264398394924,70208.57740324935,0.0,160000.0,0.0,8.0,3.0,8.0,1,4,3,1
344435.0,54.0,0.0,198090.20530385795,19227.098086239996,36285.93421079891,11727.38317844539,3123.2925379087483,6.0,-2.0,7.0,2,3,2,0
10000.0,53.0,96209.91500392921,0.0,9041.583757497778,23362.69521892803,83359.76491497026,44352.25071769187,8.0,-0.0,5.0,1,4,1,0
35170.0,21.0,10323.016862878983,187954.13912464376,21859.231800473506,30811.878048554936,63466.233590678894,0.0,8.0,3.0,-2.0,2,3,1,0
500000.0,34.0,0.0,311244.22744497354,155845.9822582,1187.9170033148512,0.0,71273.3801533015,8.0,4.0,-2.0,1,2,2,0
48488.0,57.0,21322.636275671764,0.0,126312.43451516137,56468.228488629014,160000.0,2569.52563877377,-2.0,-2.0,6.0,1,4,3,0
254393.0,43.0,0.0,383447.5967003165,129239.42415577035,11453.989872127579,0.0,0.0,-2.0,-1.0,-2.0,1,1,2,0
74230.0,52.0,49739.21421433869,0.0,175773.37020931934,0.0,113980.75269562095,15551.270917634225,-2.0,2.0,3.0,1,3,1,0
137202.0,36.0,49145.319567381026,0.0,241.41038784995908,24768.301357218043,0.0,0.0,8.0,5.0,6.0,1,1,3,0
159242.0,39.0,72774.46427383082,9742.727014027449,178061.97077469388,24411.564471029957,8271.516939517362,32393.734503834938,8.0,-1.0,1.0,1,4,2,0
258533.0,34.0,0.0,81227.04056299428,118561.34846913489,7494.356454081297,99977.03793347768,30028.78124077058,6.0,1.0,5.0,1,1,1,0
295818.0,21.0,104829.25599847737,206348.71575337573,1802.499331342784,8201.322468129847,17601.809008664033,99224.86412451042,-2.0,-1.0,0.0,2,1,2,1
131612.0,58.0,0.0,0.0,116177.16619118,35419.24249085235,122821.59563974709,0.0,8.0,-1.0,8.0,2,2,1,0
10000.0,38.0,114591.97493679276,0.0,28800.875498912777,0.0,160000.0,43690.28684531433,7.0,1.0,7.0,2,3,3,0
327524.0,42.0,0.0,0.0,124329.80986524202,8162.274168311533,160000.0,0.0,0.0,4.0,8.0,2,1,3,1
46773.0,52.0,115624.2363808355,0.0,0.0,58980.79631750206,21149.743110566284,73962.39810618866,1.0,0.0,-1.0,1,2,1,0
33750.0,21.0,111747.7462607241,0.0,70437.00723990472,0.0,57157.14428575857,0.0,8.0,-1.0,4.0,1,2,2,0
113818.0,47.0,54209.688974890996,64107.06808503649,936.1903887060471,0.0,43786.72240824845,53744.82390880501,8.0,-2.0,5.0,1,3,1,0
10000.0,53.0,76223.53943664822,101250.26230416477,96233.52550985121,20571.71491310509,24235.84753019014,69774.86896684219,8.0,2.0,3.0,1,4,2,1
371437.0,29.0,0.0,143734.16563808848,8713.380127185701,42381.842990068064,118536.99363256998,33237.241915542705,8.0,5.0,5.0,1,3,1,0
92902.0,39.0,165757.9510647945,0.0,59805.5991060595,38730.086184319036,50287.92548978185,48663.670806270056,8.0,0.0,5.0,2,3,3,0
185502.0,33.0,0.0,112640.45537013674,0.0,9264.04700676242,49578.239646920236,0.0,8.0,-2.0,8.0,2,2,1,0
430982.0,27.0,0.0,323606.20418759144,108465.14228211617,25726.57214402896,0.0,0.0,-2.0,1.0,8.0,2,4,3,0
79568.0,21.0,120043.8910546012,0.0,63444.00086389227,17842.672096573926,84759.35559294758,72998.13929594404,-2.0,2.0,-1.0,1,1,1,0
233831.0,56.0,0.0,0.0,72423.8080746632,45775.05737707882,160000.0,0.0,7.0,-1.0,8.0,2,1,1,1
184854.0,21.0,281207.0531825623,315004.48205383704,112997.08642319465,13478.969731421501,0.0,120363.13439275556,-2.0,0.0,2.0,1,1,3,1
10000.0,52.0,7136.993128873328,18051.46039802416,74789.90892943334,35179.17256445666,59185.21140848967,72307.84571818759,-0.0,0.0,1.0,1,2,3,0
139370.0,21.0,0.0,197633.77992131258,0.0,56241.546729542504,120065.74326905022,12148.664304053169,8.0,0.0,-2.0,1,2,1,0
10000.0,70.0,46934.80506305306,86186.05574127322,54910.24639569728,0.0,40985.538474017965,0.0,5.0,5.0,8.0,2,4,1,0
